chr	start	end
Chr8	17506155	17507229
Chr8	17510084	17511691
Chr8	17513006	17516101
Chr8	17518366	17523114
Chr8	17538199	17540911
Chr8	17558062	17560192
Chr8	17565004	17566236
Chr8	17569906	17576414
Chr8	17581106	17583130
Chr8	17593748	17596590
Chr8	17604561	17605120
Chr8	17605941	17606825
Chr8	17613571	17614373
Chr8	17617892	17618401
Chr8	17621375	17622750
Chr8	17625214	17625944
Chr8	17628667	17631205
Chr8	17634789	17638483
Chr8	17639417	17640330
Chr8	17643503	17646777
Chr8	17650554	17653886
Chr8	17663580	17666521
Chr8	17672824	17674384
Chr8	17677910	17678691
Chr8	17683136	17685287
Chr8	17699124	17703845
Chr8	17714143	17714938
Chr8	17720718	17725048
Chr8	17730432	17732286
Chr8	17730050	17734809
Chr8	17766008	17770910
Chr8	17774215	17780231
Chr8	17781281	17783026
Chr8	17801812	17806210
Chr8	17812164	17813338
Chr8	17814498	17817628
Chr8	17818423	17820520
Chr8	17822367	17838135
Chr8	17841914	17842570
Chr8	17844189	17850916
Chr8	17851904	17857725
Chr8	17855514	17857688
Chr8	17896926	17897479
Chr8	17904215	17906771
Chr8	17910345	17910972
Chr8	17911780	17912235
Chr8	17984449	17985864
Chr8	17988596	17988946
Chr8	17993936	17994450
Chr8	17995699	17997619
Chr8	17998552	18000186
Chr8	18020081	18023998
Chr8	18026168	18026951
Chr8	18027755	18031385
Chr8	18054533	18054976
Chr8	18087564	18092007
Chr8	18093402	18095760
Chr8	18098755	18102913
Chr8	18103261	18108360
Chr8	18128534	18133057
Chr8	18142277	18143184
Chr8	18156707	18160981
Chr8	18161058	18161614
Chr8	18165472	18166848
Chr8	18168729	18172239
Chr8	18180634	18180834
Chr8	18184603	18185478
Chr8	18189406	18195742
Chr8	18220041	18222408
Chr8	18220644	18224014
Chr8	18224655	18224912
Chr8	18243582	18249526
Chr8	18251997	18257565
Chr8	18265647	18269554
Chr8	18271269	18273825
Chr8	18283029	18284018
Chr8	18291815	18299730
Chr8	18305364	18309957
Chr8	18308826	18312142
Chr8	18313354	18314054
Chr8	18319089	18329913
Chr8	18345865	18359037
Chr8	18361448	18361909
Chr8	18371708	18372205
Chr8	18376943	18379503
Chr8	18382051	18384965
Chr8	18394549	18394918
Chr8	18398363	18400838
Chr8	18405677	18407608
Chr8	18449612	18450282
Chr8	18452605	18458174
Chr8	18468354	18473136
Chr8	18474167	18480852
Chr8	18480939	18486765
Chr8	18491723	18493264
Chr8	18496969	18497797
Chr8	18500153	18500663
Chr8	18509005	18510244
Chr8	18516606	18520593
Chr8	18537486	18540185
Chr8	18542133	18543586
Chr8	18547418	18547831
Chr8	18568971	18570352
Chr8	18581634	18581873
Chr8	18582175	18584200
Chr8	18640276	18642224
Chr8	18659778	18660715
Chr8	18675984	18678475
Chr8	18685902	18686547
Chr8	18693302	18694024
Chr8	18707185	18707598
Chr8	18716951	18717167
Chr8	18729971	18730477
Chr8	18735538	18738618
Chr8	18749732	18750298
Chr8	18752298	18753726
Chr8	18758478	18760401
Chr8	18765296	18768060
Chr8	18768777	18769085
Chr8	18770739	18771329
Chr8	18776758	18778781
Chr8	18797925	18798975
Chr8	18821265	18821963
Chr8	18825416	18829085
Chr8	18834857	18836607
Chr8	18849780	18852912
Chr8	18871982	18873348
Chr8	18876400	18892314
Chr8	18897177	18897606
Chr8	18898042	18900285
Chr8	18931856	18932278
Chr8	18950364	18951214
Chr8	18956803	18961096
Chr8	18960124	18966338
Chr8	18969018	18976654
Chr8	18993288	18998958
Chr8	19001057	19007607
Chr8	19011784	19016000
Chr8	19017247	19018458
Chr8	19021815	19031856
Chr8	19031135	19033307
Chr8	19036947	19038446
Chr8	19043750	19047059
Chr8	19048914	19049589
Chr8	19051434	19053846
Chr8	19070540	19076379
Chr8	19085505	19089497
Chr8	19094725	19098940
Chr8	19124432	19127727
Chr8	19139609	19142693
Chr8	19153123	19154192
Chr8	19157179	19161852
Chr8	19164137	19166727
Chr8	19173524	19180863
Chr8	19184370	19186344
Chr8	19190790	19192399
Chr8	19206658	19207921
Chr8	19215829	19217809
Chr8	19220448	19224534
Chr8	19222064	19227521
Chr8	19244362	19245760
Chr8	19266831	19267658
Chr8	19277320	19277760
Chr8	19292821	19294909
Chr8	19304739	19306021
Chr8	19307322	19311510
Chr8	19314778	19318231
Chr8	19325136	19326203
Chr8	19334992	19335267
Chr8	19337365	19338828
Chr8	19340472	19341395
Chr8	19360082	19360369
Chr8	19364642	19364946
Chr8	19371612	19373491
Chr8	19382952	19387137
Chr8	19389413	19393041
Chr8	19395176	19395520
Chr8	19404279	19405230
Chr8	19405995	19408398
Chr8	19427423	19432708
Chr8	19436058	19437470
Chr8	19441238	19442644
Chr8	19445819	19447302
Chr8	19451229	19452059
Chr8	19456437	19460442
Chr8	19463926	19469347
Chr8	19471952	19474062
Chr8	19490070	19491642
Chr8	19492157	19493092
Chr8	19516657	19517109
Chr8	19522096	19528779
Chr8	19532008	19533149
Chr8	19547321	19549026
Chr8	19551008	19551298
Chr8	19556162	19557020
Chr8	19559110	19560474
Chr8	19574895	19576100
Chr8	19578770	19583372
Chr8	19595435	19596620
Chr8	19610444	19612183
Chr8	19632712	19635614
Chr8	19643935	19645471
Chr8	19647746	19649747
Chr8	19655355	19656028
Chr8	19662519	19663097
Chr8	19665511	19670196
Chr8	19672732	19676628
Chr8	19683136	19685260
Chr8	19693446	19698103
Chr8	19701779	19705239
Chr8	19711157	19712877
Chr8	19715508	19719680
Chr8	19721207	19725996
Chr8	19730432	19733275
Chr8	19734721	19735185
Chr8	19735719	19739231
Chr8	19739631	19744499
Chr8	19745526	19747077
Chr8	19747416	19748835
Chr8	19756801	19760802
Chr8	19762998	19764227
Chr8	19766166	19767413
Chr8	19770540	19772205
Chr8	19775216	19781534
Chr8	19796449	19801162
Chr8	19804132	19808804
Chr8	19814562	19814816
Chr8	19823381	19826388
Chr8	19826775	19829675
Chr8	19830328	19836087
Chr8	19842034	19843586
Chr8	19852088	19852354
Chr8	19858390	19859453
Chr8	19862754	19865795
Chr8	19875266	19877699
Chr8	19881463	19881981
Chr8	19884012	19888358
Chr8	19884332	19887863
Chr8	19898569	19907743
Chr8	19913043	19918776
Chr8	19920535	19923374
Chr8	19928656	19929307
Chr8	19937056	19940521
Chr8	19942749	19944856
Chr8	19950552	19952391
Chr8	19954661	19956231
Chr8	19958778	19960391
Chr8	19967214	19967510
Chr8	19995069	19995574
Chr8	20005782	20007889
Chr8	20013346	20015577
Chr8	20021117	20023100
Chr8	20026120	20026897
Chr8	20032097	20035710
Chr8	20038821	20041325
Chr8	20046559	20052310
Chr8	20055045	20056650
Chr8	20060667	20061749
Chr8	20066107	20068510
Chr8	20073381	20075458
Chr8	20078521	20079494
Chr8	20083153	20084977
Chr8	20093810	20094028
Chr8	20095683	20096965
Chr8	20105329	20106357
Chr8	20128105	20128464
Chr8	20129190	20133667
Chr8	20136509	20136978
Chr8	20144271	20145547
Chr8	20151304	20152607
Chr8	20155988	20160942
Chr8	20162750	20163430
Chr8	20165034	20165702
Chr8	20171194	20174672
Chr8	20186975	20192388
Chr8	20195730	20197487
Chr8	20204623	20208055
Chr8	20208860	20218837
Chr8	20219069	20221985
Chr8	20223693	20226599
Chr8	20248647	20254581
Chr8	20260774	20261095
Chr8	20263946	20264374
Chr8	20279298	20280798
Chr8	20283045	20285487
Chr8	20312582	20314716
Chr8	20337208	20340246
Chr8	20342558	20343583
Chr8	20351105	20353754
Chr8	20359562	20366443
Chr8	20372089	20372471
Chr8	20379794	20386061
Chr8	20389564	20392287
Chr8	20395487	20398504
Chr8	20400133	20400513
Chr8	20402026	20405988
Chr8	20408219	20418727
Chr8	20423734	20427791
Chr8	20429460	20431037
Chr8	20446558	20448586
Chr8	20450025	20452270
Chr8	20459698	20461621
Chr8	20461750	20465194
Chr8	20468965	20471990
Chr8	20473593	20478953
Chr8	20480092	20481526
Chr8	20482345	20483455
Chr8	20490759	20492863
Chr8	20522446	20525910
Chr8	20528292	20535292
Chr8	20553106	20557893
Chr8	20559021	20566218
Chr8	20566490	20569373
Chr8	20573200	20573993
Chr8	20578141	20578677
Chr8	20578712	20583496
Chr8	20587666	20588004
Chr8	20591459	20596596
Chr8	20600431	20601995
Chr8	20618998	20622780
Chr8	20624903	20627946
Chr8	20637554	20638039
Chr8	20654681	20657933
Chr8	20666125	20673557
Chr8	20698419	20703185
Chr8	20716051	20718943
Chr8	20720405	20722425
Chr8	20728662	20735072
Chr8	20735314	20741230
Chr8	20743438	20745504
Chr8	20761534	20763853
Chr8	20776096	20782667
Chr8	20790427	20794816
Chr8	20796966	20801724
Chr8	20802476	20805200
Chr8	20812503	20815632
Chr8	20817234	20820513
Chr8	20820888	20824910
Chr8	20828249	20831337
Chr8	20842201	20843157
Chr8	20848024	20853007
Chr8	20855162	20858214
Chr8	20858724	20862259
Chr8	20873552	20874394
Chr8	20878903	20879259
Chr8	20883923	20886243
Chr8	20897215	20906881
Chr8	20914734	20918432
Chr8	20924492	20926796
Chr8	20931298	20932089
Chr8	20945056	20947979
Chr8	20964843	20967362
Chr8	20974259	20977254
Chr8	20997277	20997796
Chr8	21000060	21003946
Chr8	21010714	21013624
Chr8	21014458	21018732
Chr8	21019370	21021463
Chr8	21025544	21028959
Chr8	21034178	21036094
Chr8	21036702	21037277
Chr8	21043003	21047252
Chr8	21050472	21052852
Chr8	21054659	21057561
Chr8	21062530	21062976
Chr8	21078139	21086651
Chr8	21089942	21092108
Chr8	21121543	21122682
Chr8	21127053	21130046
Chr8	21135977	21136186
Chr8	21155524	21157775
Chr8	21165006	21169759
Chr8	21171214	21172680
Chr8	21173418	21179201
Chr8	21185007	21186558
Chr8	21190207	21194423
Chr8	21194859	21200130
Chr8	21205488	21206162
Chr8	21207800	21208570
Chr8	21208680	21211470
Chr8	21218225	21220249
Chr8	21221197	21223052
Chr8	21240595	21242395
Chr8	21265084	21265814
Chr8	21301589	21302200
Chr8	21307492	21309049
Chr8	21314563	21317684
Chr8	21317630	21318416
Chr8	21322067	21322925
Chr8	21324969	21328749
Chr8	21337593	21354581
Chr8	21355383	21360738
Chr8	21365054	21367546
Chr8	21381199	21382004
Chr8	21393400	21395013
Chr8	21397699	21399524
Chr8	21400078	21403502
Chr8	21407407	21408779
Chr8	21411152	21416150
Chr8	21418716	21421093
Chr8	21424847	21429669
Chr8	21433598	21436735
Chr8	21438960	21439892
Chr8	21445787	21450833
Chr8	21450962	21455969
Chr8	21457007	21459415
Chr8	21466751	21468619
Chr8	21474564	21474764
Chr8	21487566	21487766
Chr8	21500904	21505354
Chr8	21506419	21513656
Chr8	21523475	21525764
Chr8	21531338	21535237
Chr8	21536987	21543115
Chr8	21549576	21551327
Chr8	21551910	21558589
Chr8	21564093	21568499
Chr8	21568940	21577373
Chr8	21578024	21583634
Chr8	21598915	21602896
Chr8	21603811	21604578
Chr8	21612086	21612829
Chr8	21624726	21625439
Chr8	21627044	21628105
Chr8	21630962	21631908
Chr8	21633732	21635115
Chr8	21643599	21649534
Chr8	21653815	21654096
Chr8	21665545	21665821
Chr8	21672613	21676310
Chr8	21700152	21702495
Chr8	21706458	21707205
Chr8	21708600	21709399
Chr8	21722267	21726273
Chr8	21734842	21737835
Chr8	21748095	21750017
Chr8	21755480	21756402
Chr8	21762041	21763508
Chr8	21756526	21762152
Chr8	21765336	21771301
Chr8	21772732	21773573
Chr8	21784165	21784449
Chr8	21805180	21806262
Chr8	21817165	21817507
Chr8	21818039	21823218
Chr8	21830133	21831063
Chr8	21835042	21840598
Chr8	21842120	21846946
Chr8	21848889	21856111
Chr8	21869307	21873777
Chr8	21872411	21875498
Chr8	21884310	21885261
Chr8	21905534	21908275
Chr8	21912295	21914753
Chr8	21916764	21917907
Chr8	21920532	21932656
Chr8	21935740	21938140
Chr8	21943344	21944496
Chr8	21951639	21955558
Chr8	21967413	21969768
Chr8	21973554	21974218
Chr8	21978068	21982357
Chr8	21980640	21984054
Chr8	21987173	21989844
Chr8	21991715	21992275
Chr8	21998976	21999233
Chr8	22001127	22011881
Chr8	22012617	22013219
Chr8	22013811	22024673
Chr8	22029630	22030059
Chr8	22034104	22035394
Chr8	22037365	22037682
Chr8	22038850	22048677
Chr8	22054082	22058697
Chr8	22066180	22067677
Chr8	22082572	22093757
Chr8	22104308	22105639
Chr8	22107365	22108051
Chr8	22109399	22109739
Chr8	22111063	22113871
Chr8	22126566	22127052
Chr8	22136791	22137879
Chr8	22144974	22145627
Chr8	22147953	22148913
Chr8	22149959	22150863
Chr8	22154141	22154830
Chr8	22159508	22161430
Chr8	22175783	22176283
Chr8	22190136	22191839
Chr8	22201653	22202314
Chr8	22210681	22220352
Chr8	22219445	22227487
Chr8	22234959	22235450
Chr8	22236519	22237250
Chr8	22248288	22249778
Chr8	22270074	22271887
Chr8	22275528	22276229
Chr8	22276332	22277394
Chr8	22277856	22279955
Chr8	22280588	22281799
Chr8	22285600	22286529
Chr8	22291795	22292385
Chr8	22316302	22316961
Chr8	22319778	22321957
Chr8	22324588	22325693
Chr8	22333408	22333809
Chr8	22334606	22336134
Chr8	22351736	22352026
Chr8	22353268	22355442
Chr8	22358472	22361069
Chr8	22362338	22362868
Chr8	22365047	22365672
Chr8	22369377	22370939
Chr8	22398668	22399584
Chr8	22401259	22404102
Chr8	22408403	22409079
Chr8	22413189	22413638
Chr8	22414383	22415026
Chr8	22415787	22418614
Chr8	22446540	22450542
Chr8	22462394	22464896
Chr8	22468759	22469287
Chr8	22475056	22479169
Chr8	22491128	22491769
Chr8	22492748	22497789
Chr8	22506495	22510816
Chr8	22522319	22528882
Chr8	22530040	22532479
Chr8	22543422	22544252
Chr8	22547184	22550740
Chr8	22553057	22554032
Chr8	22557893	22559097
Chr8	22564013	22564324
Chr8	22572967	22573467
Chr8	22593412	22598281
Chr8	22599280	22600022
Chr8	22607812	22608357
Chr8	22616784	22619732
Chr8	22629626	22633862
Chr8	22634264	22638400
Chr8	22640680	22646119
Chr8	22647366	22652881
Chr8	22653257	22654983
Chr8	22656289	22659552
Chr8	22660571	22670001
Chr8	22670558	22675587
Chr8	22675770	22679312
Chr8	22683609	22684492
Chr8	22685233	22686217
Chr8	22687902	22689535
Chr8	22692351	22694354
Chr8	22702025	22707548
Chr8	22711307	22712625
Chr8	22715196	22716410
Chr8	22718502	22719786
Chr8	22721156	22721760
Chr8	22728031	22731728
Chr8	22745581	22745823
Chr8	22747364	22750816
Chr8	22754803	22756046
Chr8	22772966	22775158
Chr8	22777101	22781266
Chr8	22808465	22814436
Chr8	22821989	22822849
Chr8	22829282	22831125
Chr8	22836930	22837701
Chr8	22845733	22846095
Chr8	22849376	22851227
Chr8	22852511	22855549
Chr8	22857180	22857452
Chr8	22871827	22872433
Chr8	22876101	22877810
Chr8	22878668	22882948
Chr8	22888647	22893050
Chr8	22904756	22908292
Chr8	22916082	22916453
Chr8	22921417	22925164
Chr8	22927604	22931024
Chr8	22971625	22974909
Chr8	22983371	22984561
Chr8	22987094	22995473
Chr8	22996544	22997904
Chr8	23001447	23003138
Chr8	23005041	23005591
Chr8	23033230	23038596
Chr8	23039415	23044624
Chr8	23051421	23055575
Chr8	23058865	23060076
Chr8	23062609	23063226
Chr8	23065634	23066980
Chr8	23069303	23070603
Chr8	23072163	23074552
Chr8	23076092	23077443
Chr8	23077540	23079365
Chr8	23080316	23081038
Chr8	23085520	23087612
Chr8	23092178	23092549
Chr8	23093809	23094441
Chr8	23117028	23119494
Chr8	23126423	23126680
Chr8	23133630	23135883
Chr8	23147217	23151480
Chr8	23156557	23156856
Chr8	23158296	23159531
Chr8	23160967	23163436
Chr8	23172982	23176679
Chr8	23194535	23195275
Chr8	23206856	23207906
Chr8	23213146	23217626
Chr8	23219045	23231059
Chr8	23234397	23240846
Chr8	23251217	23251720
Chr8	23256858	23258167
Chr8	23260690	23261934
Chr8	23263233	23264840
Chr8	23273320	23281586
Chr8	23283093	23284708
Chr8	23288613	23294164
Chr8	23307237	23310584
Chr8	23335165	23337151
Chr8	23340676	23343533
Chr8	23353882	23355003
Chr8	23381803	23383577
Chr8	23384707	23385710
Chr8	23386886	23388722
Chr8	23390677	23403054
Chr8	23403049	23404344
Chr8	23404580	23406926
Chr8	23408421	23409662
Chr8	23411545	23412899
Chr8	23417173	23418135
Chr8	23418693	23420210
Chr8	23425536	23425856
Chr8	23440688	23441520
Chr8	23444142	23444651
Chr8	23447612	23450250
Chr8	23450391	23452993
Chr8	23463933	23468392
Chr8	23468743	23472607
Chr8	23475341	23476368
Chr8	23478068	23480708
Chr8	23491893	23494532
Chr8	23502943	23505310
Chr8	23515619	23516358
Chr8	23545530	23548154
Chr8	23551865	23556346
Chr8	23557556	23559107
Chr8	23561840	23566401
Chr8	23572563	23573388
Chr8	23575565	23576310
Chr8	23576720	23579096
Chr8	23579251	23582179
Chr8	23587024	23587371
Chr8	23589603	23590577
Chr8	23593692	23601132
Chr8	23604687	23605119
Chr8	23613091	23614707
Chr8	23623080	23628557
Chr8	23648009	23651153
Chr8	23663492	23665549
Chr8	23668965	23671157
Chr8	23711273	23711611
Chr8	23712629	23717520
Chr8	23717585	23722359
Chr8	23723612	23727247
Chr8	23730714	23732293
Chr8	23741373	23747027
Chr8	23750332	23752579
Chr8	23756149	23758265
Chr8	23755951	23763746
Chr8	23773836	23776761
Chr8	23793741	23796500
Chr8	23803380	23805452
Chr8	23808104	23809164
Chr8	23818978	23819972
Chr8	23820220	23825133
Chr8	23829316	23833752
Chr8	23834156	23844491
Chr8	23847948	23848388
Chr8	23849660	23850124
Chr8	23850361	23852920
Chr8	23853216	23854479
Chr8	23858677	23860124
Chr8	23860842	23861111
Chr8	23869795	23871110
Chr8	23871195	23876240
Chr8	23880596	23883038
Chr8	23883810	23886495
Chr8	23894541	23896644
Chr8	23913582	23916860
Chr8	23921006	23922677
Chr8	23925546	23925806
Chr8	23926908	23934321
Chr8	23934856	23938888
Chr8	23942237	23947411
Chr8	23951363	23953011
Chr8	23957037	23960962
Chr8	23968501	23968923
Chr8	23969345	23970659
Chr8	23982650	23985965
Chr8	23987970	23996461
Chr8	23998787	24000227
Chr8	24002867	24011118
Chr8	24015023	24020655
Chr8	24021909	24022627
Chr8	24023501	24027173
Chr8	24031272	24039316
Chr8	24040149	24043302
Chr8	24051708	24053207
Chr8	24073397	24074599
Chr8	24076473	24076757
Chr8	24079623	24082996
Chr8	24083080	24084735
Chr8	24091635	24094236
Chr8	24113007	24114252
Chr8	24117249	24118681
Chr8	24121860	24123906
Chr8	24124835	24129488
Chr8	24129928	24134716
Chr8	24137270	24138382
Chr8	24143230	24144696
Chr8	24156812	24157549
Chr8	24158576	24159852
Chr8	24161103	24161556
Chr8	24162176	24166033
Chr8	24167787	24169178
Chr8	24186670	24189469
Chr8	24197695	24201723
Chr8	24204442	24210500
Chr8	24222406	24228746
Chr8	24232676	24233972
Chr8	24236160	24236473
Chr8	24238266	24242112
Chr8	24245046	24245645
Chr8	24249899	24251190
Chr8	24252684	24253935
Chr8	24254958	24256532
Chr8	24258075	24258952
Chr8	24261320	24262356
Chr8	24263164	24269876
Chr8	24274009	24277516
Chr8	24279068	24280669
Chr8	24282860	24284377
Chr8	24285537	24287246
Chr8	24288152	24288953
Chr8	24292187	24294714
Chr8	24298380	24300103
Chr8	24311040	24314820
Chr8	24313345	24318770
Chr8	24321045	24321335
Chr8	24326030	24332435
Chr8	24333554	24334303
Chr8	24336013	24337028
Chr8	24346705	24348028
Chr8	24351727	24355840
Chr8	24357601	24358755
Chr8	24364355	24364810
Chr8	24365972	24366817
Chr8	24367531	24368972
Chr8	24371583	24371957
Chr8	24372811	24376318
Chr8	24379092	24382986
Chr8	24384370	24389116
Chr8	24389390	24390462
Chr8	24391630	24393867
Chr8	24397914	24401324
Chr8	24402186	24406138
Chr8	24407707	24412818
Chr8	24414279	24414845
Chr8	24426409	24427374
Chr8	24442363	24443244
Chr8	24443710	24446868
Chr8	24464324	24467971
Chr8	24475146	24479529
Chr8	24482352	24486058
Chr8	24492423	24492887
Chr8	24495188	24499079
Chr8	24500518	24500967
Chr8	24503950	24514961
Chr8	24517598	24518572
Chr8	24520810	24523059
Chr8	24533261	24534959
Chr8	24537686	24542173
Chr8	24542849	24545131
Chr8	24548016	24550344
Chr8	24560893	24566112
Chr8	24566279	24568058
Chr8	24568485	24568748
Chr8	24575562	24579358
Chr8	24581314	24583718
Chr8	24586503	24588071
Chr8	24592945	24597553
Chr8	24597906	24598945
Chr8	24613255	24613587
Chr8	24621380	24622832
Chr8	24633408	24637194
Chr8	24639010	24645617
Chr8	24645860	24649860
Chr8	24657076	24658340
Chr8	24659791	24660742
Chr8	24665830	24668437
Chr8	24669314	24671276
Chr8	24673130	24676744
Chr8	24677583	24680400
Chr8	24681103	24684529
Chr8	24685246	24694534
Chr8	24695687	24698899
Chr8	24700142	24704804
Chr8	24712425	24715665
Chr8	24716313	24718310
Chr8	24719086	24723553
Chr8	24726945	24731223
Chr8	24731592	24734103
Chr8	24734910	24738361
Chr8	24750054	24755335
Chr8	24762317	24763207
Chr8	24763656	24764078
Chr8	24767343	24770890
Chr8	24772961	24775745
Chr8	24776822	24778619
Chr8	24780310	24786090
Chr8	24800476	24807038
Chr8	24818308	24820452
Chr8	24823161	24826230
Chr8	24827219	24827811
Chr8	24828110	24830865
Chr8	24837641	24842098
Chr8	24842864	24844184
Chr8	24854285	24855757
Chr8	24861137	24864316
Chr8	24865939	24872160
Chr8	24878745	24879853
Chr8	24882925	24886350
Chr8	24887761	24891911
Chr8	24905299	24908967
Chr8	24914636	24915049
Chr8	24929534	24934795
Chr8	24935696	24936427
Chr8	24938689	24947051
Chr8	24953932	24955150
Chr8	24965766	24967477
Chr8	24970945	24973619
Chr8	24976278	24976848
Chr8	24986083	24991220
Chr8	24992919	24994506
Chr8	24999498	25000480
Chr8	25005940	25006155
Chr8	25012908	25013432
Chr8	25015691	25017363
Chr8	25023315	25026386
Chr8	25031840	25039438
Chr8	25043265	25047377
Chr8	25060740	25063403
Chr8	25064640	25066853
Chr8	25067870	25068460
Chr8	25089523	25092949
Chr8	25102165	25105616
Chr8	25109655	25111322
Chr8	25116143	25120996
Chr8	25121291	25134371
Chr8	25155158	25156888
Chr8	25156901	25159912
Chr8	25168758	25170808
Chr8	25206758	25210102
Chr8	25211493	25214797
Chr8	25216363	25224080
Chr8	25240906	25250279
Chr8	25250314	25254656
Chr8	25260124	25266935
Chr8	25270058	25273628
Chr8	25274449	25278696
Chr8	25280969	25281595
Chr8	25301960	25302289
Chr8	25309428	25311744
Chr8	25313536	25318570
Chr8	25319022	25320721
Chr8	25321532	25325637
Chr8	25325994	25329360
Chr8	25332925	25334600
Chr8	25337017	25337469
Chr8	25341100	25343949
Chr8	25344705	25346660
Chr8	25351524	25353753
Chr8	25354797	25360133
Chr8	25365819	25367334
Chr8	25370364	25371037
Chr8	25374630	25375317
Chr8	25377687	25381281
Chr8	25385363	25387275
Chr8	25388360	25392320
Chr8	25395339	25397632
Chr8	25399848	25400410
Chr8	25401248	25404642
Chr8	25404902	25409103
Chr8	25416106	25418793
Chr8	25419884	25421827
Chr8	25426651	25431502
Chr8	25434400	25436334
Chr8	25437097	25440853
Chr8	25441222	25441551
Chr8	25443335	25443624
Chr8	25444463	25450083
Chr8	25450963	25451607
Chr8	25461613	25468135
Chr8	25481919	25487545
Chr8	25493505	25496359
Chr8	25497864	25502161
Chr8	25534765	25535846
Chr8	25539448	25542162
Chr8	25544094	25548790
Chr8	25564443	25565441
Chr8	25566843	25567818
Chr8	25575120	25577057
Chr8	25584780	25590222
Chr8	25588052	25590594
Chr8	25591084	25593043
Chr8	25593120	25596944
Chr8	25599779	25601135
Chr8	25603018	25607039
Chr8	25610346	25616012
Chr8	25628702	25629637
Chr8	25643610	25645381
Chr8	25648884	25651642
Chr8	25652018	25659725
Chr8	25667017	25668442
Chr8	25674428	25675948
Chr8	25676686	25682411
Chr8	25683429	25686522
Chr8	25687620	25690627
Chr8	25694808	25699639
Chr8	25700147	25701623
Chr8	25702617	25704363
Chr8	25707694	25708488
Chr8	25712814	25717641
Chr8	25719255	25721977
Chr8	25735566	25743180
Chr8	25758851	25759949
Chr8	25762457	25763824
Chr8	25769807	25771549
Chr8	25778456	25779361
Chr8	25781185	25785491
Chr8	25794353	25796775
Chr8	25799137	25804334
Chr8	25817761	25823466
Chr8	25829043	25844594
Chr8	25845388	25847982
Chr8	25848628	25853121
Chr8	25853729	25857347
Chr8	25857160	25858341
Chr8	25859014	25864878
Chr8	25867085	25870277
Chr8	25870712	25877680
Chr8	25888230	25889165
Chr8	25889494	25893900
Chr8	25892391	25900576
Chr8	25909390	25910674
Chr8	25914072	25914509
Chr8	25930879	25934033
Chr8	25934449	25936192
Chr8	25937086	25942445
Chr8	25950258	25951166
Chr8	25952897	25954768
Chr8	25956306	25958035
Chr8	25958851	25966686
Chr8	25969402	25971521
Chr8	25971764	25974968
Chr8	25975389	25977444
Chr8	25979471	25984017
Chr8	25984254	25985279
Chr8	25997620	25998699
Chr8	26013536	26014560
Chr8	26015092	26016312
Chr8	26020264	26021349
Chr8	26022864	26023590
Chr8	26024714	26028901
Chr8	26028169	26032647
Chr8	26036933	26037851
Chr8	26044267	26045316
Chr8	26046681	26049682
Chr8	26062466	26069841
Chr8	26072176	26074779
Chr8	26086542	26087834
Chr8	26090910	26092945
Chr8	26095544	26096559
Chr8	26102849	26105371
Chr8	26120574	26123503
Chr8	26124595	26125298
Chr8	26126962	26127930
Chr8	26132571	26133149
Chr8	26134035	26137488
Chr8	26138467	26144408
Chr8	26142488	26147880
Chr8	26150369	26153178
Chr8	26154017	26157863
Chr8	26159872	26161589
Chr8	26165009	26167022
Chr8	26174014	26185145
Chr8	26192691	26196103
Chr8	26198181	26201573
Chr8	26204324	26205033
Chr8	26214402	26219244
Chr8	26222787	26226138
Chr8	26231788	26232707
Chr8	26233694	26238507
Chr8	26240323	26243978
Chr8	26245378	26250946
Chr8	26253487	26256841
Chr8	26259851	26262905
Chr8	26263393	26268141
Chr8	26269459	26270741
Chr8	26272677	26273155
Chr8	26275304	26279335
Chr8	26282030	26285943
Chr8	26287372	26299397
Chr8	26301088	26301879
Chr8	26304138	26304719
Chr8	26307443	26310379
Chr8	26312540	26313853
Chr8	26314755	26317837
Chr8	26319273	26322525
Chr8	26324996	26328624
Chr8	26332323	26335559
Chr8	26342315	26344539
Chr8	26344870	26347223
Chr8	26351181	26352296
Chr8	26355928	26357323
Chr8	26366943	26368621
Chr8	26379418	26384641
Chr8	26389731	26395289
Chr8	26398324	26401102
Chr8	26406229	26408402
Chr8	26413741	26416016
Chr8	26417743	26422698
Chr8	26422216	26424002
Chr8	26430703	26433051
Chr8	26434675	26435130
Chr8	26436147	26437332
Chr8	26439584	26445474
Chr8	26448418	26452961
Chr8	26452131	26462545
Chr8	26464491	26467802
Chr8	26501167	26506218
Chr8	26507180	26512261
Chr8	26518976	26529016
Chr8	26530318	26530539
Chr8	26531391	26534074
Chr8	26535057	26537389
Chr8	26537672	26542925
Chr8	26543220	26545786
Chr8	26546747	26549806
Chr8	26554150	26557081
Chr8	26558844	26562158
Chr8	26562505	26562996
Chr8	26572162	26574946
Chr8	26601165	26605582
Chr8	26606691	26609538
Chr8	26640473	26641067
Chr8	26646834	26647254
Chr8	26647843	26648526
Chr8	26652114	26655788
Chr8	26694538	26695159
Chr8	26658479	26661534
Chr8	26664981	26668172
Chr8	26672686	26673265
Chr8	26675781	26679509
Chr8	26704719	26706745
Chr8	26687987	26694107
Chr8	26696844	26699355
Chr8	26707901	26712480
Chr8	26713274	26716439
Chr8	26719697	26720050
Chr8	26722616	26723107
Chr8	26725898	26728795
Chr8	26740932	26742478
Chr8	26744794	26748485
Chr8	26749936	26751013
